cbsa,cbsa_name,hh_type1_income_min,hh_type1_income_max,hh_type1_income,hh_type1_size,hh_type1_workers,hh_type1_ht,hh_type1_h,hh_type1_t,hh_type1_autos,hh_type1_vmt,hh_type1_transit_trips,hh_type1_ht_own,hh_type1_h_own,hh_type1_t_own,hh_type1_autos_own,hh_type1_vmt_own,hh_type1_transit_trips_own,hh_type1_ht_rent,hh_type1_h_rent,hh_type1_t_rent,hh_type1_autos_rent,hh_type1_vmt_rent,hh_type1_transit_trips_rent,hh_type2_income_min,hh_type2_income_max,hh_type2_income,hh_type2_size,hh_type2_workers,hh_type2_ht,hh_type2_h,hh_type2_t,hh_type2_autos,hh_type2_vmt,hh_type2_transit_trips,hh_type2_ht_own,hh_type2_h_own,hh_type2_t_own,hh_type2_autos_own,hh_type2_vmt_own,hh_type2_transit_trips_own,hh_type2_ht_rent,hh_type2_h_rent,hh_type2_t_rent,hh_type2_autos_rent,hh_type2_vmt_rent,hh_type2_transit_trips_rent,hh_type3_income_min,hh_type3_income_max,hh_type3_income,hh_type3_size,hh_type3_workers,hh_type3_ht,hh_type3_h,hh_type3_t,hh_type3_autos,hh_type3_vmt,hh_type3_transit_trips,hh_type3_ht_own,hh_type3_h_own,hh_type3_t_own,hh_type3_autos_own,hh_type3_vmt_own,hh_type3_transit_trips_own,hh_type3_ht_rent,hh_type3_h_rent,hh_type3_t_rent,hh_type3_autos_rent,hh_type3_vmt_rent,hh_type3_transit_trips_rent,hh_type4_income_min,hh_type4_income_max,hh_type4_income,hh_type4_size,hh_type4_workers,hh_type4_ht,hh_type4_h,hh_type4_t,hh_type4_autos,hh_type4_vmt,hh_type4_transit_trips,hh_type4_ht_own,hh_type4_h_own,hh_type4_t_own,hh_type4_autos_own,hh_type4_vmt_own,hh_type4_transit_trips_own,hh_type4_ht_rent,hh_type4_h_rent,hh_type4_t_rent,hh_type4_autos_rent,hh_type4_vmt_rent,hh_type4_transit_trips_rent,hh_type5_income_min,hh_type5_income_max,hh_type5_income,hh_type5_size,hh_type5_workers,hh_type5_ht,hh_type5_h,hh_type5_t,hh_type5_autos,hh_type5_vmt,hh_type5_transit_trips,hh_type5_ht_own,hh_type5_h_own,hh_type5_t_own,hh_type5_autos_own,hh_type5_vmt_own,hh_type5_transit_trips_own,hh_type5_ht_rent,hh_type5_h_rent,hh_type5_t_rent,hh_type5_autos_rent,hh_type5_vmt_rent,hh_type5_transit_trips_rent,hh_type6_income_min,hh_type6_income_max,hh_type6_income,hh_type6_size,hh_type6_workers,hh_type6_ht,hh_type6_h,hh_type6_t,hh_type6_autos,hh_type6_vmt,hh_type6_transit_trips,hh_type6_ht_own,hh_type6_h_own,hh_type6_t_own,hh_type6_autos_own,hh_type6_vmt_own,hh_type6_transit_trips_own,hh_type6_ht_rent,hh_type6_h_rent,hh_type6_t_rent,hh_type6_autos_rent,hh_type6_vmt_rent,hh_type6_transit_trips_rent,hh_type7_income_min,hh_type7_income_max,hh_type7_income,hh_type7_size,hh_type7_workers,hh_type7_ht,hh_type7_h,hh_type7_t,hh_type7_autos,hh_type7_vmt,hh_type7_transit_trips,hh_type7_ht_own,hh_type7_h_own,hh_type7_t_own,hh_type7_autos_own,hh_type7_vmt_own,hh_type7_transit_trips_own,hh_type7_ht_rent,hh_type7_h_rent,hh_type7_t_rent,hh_type7_autos_rent,hh_type7_vmt_rent,hh_type7_transit_trips_rent,hh_type8_income_min,hh_type8_income_max,hh_type8_income,hh_type8_size,hh_type8_workers,hh_type8_ht,hh_type8_h,hh_type8_t,hh_type8_autos,hh_type8_vmt,hh_type8_transit_trips,hh_type8_ht_own,hh_type8_h_own,hh_type8_t_own,hh_type8_autos_own,hh_type8_vmt_own,hh_type8_transit_trips_own,hh_type8_ht_rent,hh_type8_h_rent,hh_type8_t_rent,hh_type8_autos_rent,hh_type8_vmt_rent,hh_type8_transit_trips_rent
'13820',"'Birmingham-Hoover, AL'",48420.00000,48420.00000,48420.00000,4.00000,2.00000,55.52946,28.28334,27.24612,2.25901,28093.72993,6.59292,58.83255,29.91714,28.91541,2.42644,29196.20618,4.75272,47.51565,24.31949,23.19615,1.85279,25418.94975,11.05754,11720.00000,11720.00000,11720.00000,1.00000,1.00000,139.60434,79.42437,60.17998,1.19218,17833.85249,3.74329,150.51240,85.73936,64.77304,1.30967,18713.60318,0.57211,113.13968,64.10320,49.03649,0.90713,15699.43941,11.43707,24210.00000,24210.00000,24210.00000,1.00000,1.00000,73.41887,41.00811,32.41076,1.33892,18296.72791,3.24353,78.53820,43.81435,34.72385,1.45597,19174.77267,0.50299,60.99857,34.19974,26.79884,1.05493,16166.45368,9.89251,65367.00000,65367.00000,65367.00000,1.00000,1.00000,34.75322,20.50189,14.25133,1.53991,19398.06133,2.65018,37.11481,21.94555,15.16926,1.65612,20272.05360,0.41992,29.02363,16.99936,12.02428,1.25798,17277.61908,8.06115,38736.00000,38736.00000,38736.00000,2.00000,0.00000,52.20325,36.06405,16.13921,1.45197,6628.43314,7.96313,56.77899,38.76379,18.01520,1.62166,7399.52148,4.88294,41.10180,29.51405,11.58775,1.04029,4757.65195,15.43615,24210.00000,24210.00000,24210.00000,3.00000,1.00000,86.76557,46.86424,39.90133,1.76058,20195.78336,8.42803,92.68968,49.59591,43.09377,1.93264,21185.97806,5.74718,72.39274,40.23677,32.15597,1.34312,17793.41580,14.93220,38736.00000,38736.00000,38736.00000,3.00000,1.00000,60.70357,34.56548,26.13809,1.85548,20962.30848,7.82766,64.92664,36.79686,28.12977,2.02717,21950.86213,5.42054,50.45774,29.15180,21.30594,1.43894,18563.92235,13.66771,72630.00000,72630.00000,72630.00000,4.00000,2.00000,41.17340,21.73499,19.43841,2.34084,29227.27007,6.16057,44.11309,23.52116,20.59193,2.50806,30327.72953,4.49887,34.04126,17.40149,16.63977,1.93514,26557.38293,10.19212
'13860',"'Bishop, CA'",45000.00000,45000.00000,45000.00000,4.00000,2.00000,57.76030,26.14476,31.61554,2.27465,28853.66326,21.40099,62.74002,29.16180,33.57822,2.47320,29574.95096,24.06357,49.29647,21.01681,28.27966,1.93717,27627.72033,16.87551,11720.00000,11720.00000,11720.00000,1.00000,1.00000,147.43449,81.45122,65.98327,1.23706,17840.59223,7.52332,167.33011,96.57023,70.75988,1.37232,18426.33737,1.37392,113.61873,55.75407,57.86466,1.00717,16845.02539,17.97520,22500.00000,22500.00000,22500.00000,1.00000,1.00000,81.34578,43.34751,37.99827,1.36816,18648.96786,4.37345,91.39340,50.77590,40.61750,1.50320,19233.21817,1.09914,64.26826,30.72177,33.54649,1.13863,17655.94173,9.93865,60750.00000,60750.00000,60750.00000,1.00000,1.00000,35.36719,18.48289,16.88429,1.56919,20735.43064,2.29868,39.41652,21.48487,17.93165,1.70320,21315.67200,0.68696,28.48470,13.38056,15.10415,1.34140,19749.21838,5.03806,36000.00000,36000.00000,36000.00000,2.00000,0.00000,50.06540,31.77331,18.29209,1.46712,6961.04238,32.75146,57.74367,37.20356,20.54011,1.66883,7490.36667,25.26015,37.01494,22.54373,14.47121,1.12429,6061.37173,45.48413,22500.00000,22500.00000,22500.00000,3.00000,1.00000,92.04128,46.07016,45.97112,1.77518,20320.83831,34.91364,102.18389,52.44571,49.73818,1.97994,20973.86219,30.65449,74.80231,35.23391,39.56840,1.42717,19210.92057,42.15275,36000.00000,36000.00000,36000.00000,3.00000,1.00000,61.92559,31.63266,30.29293,1.86965,21487.27285,30.51688,68.77385,36.12837,32.64548,2.07366,22138.72113,28.82649,50.28589,23.99149,26.29440,1.52290,20380.03311,33.38997,67500.00000,67500.00000,67500.00000,4.00000,2.00000,42.15675,19.51513,22.64163,2.35616,30476.75798,18.60294,45.79143,21.78641,24.00502,2.55475,31196.10318,22.54008,35.97904,15.65472,20.32432,2.01863,29254.11666,11.91115
'13900',"'Bismarck, ND'",58858.00000,58858.00000,58858.00000,4.00000,2.00000,47.64172,25.66983,21.97190,2.26111,25589.90819,3.25869,51.40577,28.24161,23.16416,2.41169,26397.19095,2.88741,37.34550,18.63491,18.71058,1.84920,23381.65402,4.27427,11720.00000,11720.00000,11720.00000,1.00000,1.00000,136.37054,79.61279,56.75775,1.15078,15745.05493,1.98081,146.73738,86.20473,60.53264,1.25587,16278.70174,1.05016,108.01291,61.58108,46.43183,0.86334,14285.30892,4.52654,29429.00000,29429.00000,29429.00000,1.00000,1.00000,62.23897,36.46238,25.77660,1.33696,16215.77158,1.74239,66.16172,38.79666,27.36505,1.44150,16778.78313,0.95611,51.50863,30.07712,21.43151,1.05102,14675.70082,3.89318,79458.00000,79458.00000,79458.00000,1.00000,1.00000,30.16853,18.80019,11.36834,1.53784,17159.66322,1.49029,32.73859,20.72398,12.01461,1.64150,17781.53314,0.85870,23.13834,13.53782,9.60052,1.25430,15458.59029,3.21798,47086.00000,47086.00000,47086.00000,2.00000,0.00000,45.97795,32.84445,13.13351,1.45452,4426.99609,3.62321,51.01362,36.50187,14.51176,1.60725,4893.13043,2.92537,32.20331,22.83988,9.36343,1.03675,3151.92478,5.53208,29429.00000,29429.00000,29429.00000,3.00000,1.00000,74.63777,42.72876,31.90901,1.76351,17917.88364,3.76586,79.85460,45.69878,34.15581,1.91844,18572.57074,3.16930,60.36757,34.60451,25.76306,1.33973,16127.04210,5.39772,47086.00000,47086.00000,47086.00000,3.00000,1.00000,53.26691,31.60480,21.66211,1.85796,18620.46680,3.60634,57.89167,34.75792,23.13376,2.01236,19299.04071,3.07907,40.61626,22.97972,17.63654,1.43564,16764.28488,5.04863,88287.00000,88287.00000,88287.00000,4.00000,2.00000,35.02410,19.33385,15.69025,2.34314,26645.10437,3.12873,38.31942,21.79756,16.52187,2.49366,27481.63753,2.81264,26.01003,12.59459,13.41544,1.93140,24356.83818,3.99337
'13940',"'Blackfoot, ID'",46817.00000,46817.00000,46817.00000,4.00000,2.00000,56.93441,26.19173,30.74268,2.43693,29902.76288,0.14955,59.62215,27.70205,31.92010,2.56872,30250.69664,0.15743,48.17519,21.26965,26.90554,2.00742,28768.86529,0.12385,11720.00000,11720.00000,11720.00000,1.00000,1.00000,136.50135,68.56246,67.93890,1.36732,18879.12925,0.03129,144.09155,73.20417,70.88738,1.45907,19116.74764,0.00000,111.76532,53.43536,58.32996,1.06833,18104.74356,0.13328,23409.00000,23409.00000,23409.00000,1.00000,1.00000,74.18813,36.58888,37.59926,1.50692,19535.69473,0.02150,77.47855,38.30854,39.17002,1.59838,19791.38134,0.00000,63.46482,30.98458,32.48024,1.20885,18702.42567,0.09158,63203.00000,63203.00000,63203.00000,1.00000,1.00000,35.55434,19.04564,16.50870,1.70762,21155.06118,0.01164,37.44050,20.28785,17.15265,1.79838,21455.30883,0.00000,29.40742,14.99734,14.41008,1.41184,20176.57006,0.04956,37454.00000,37454.00000,37454.00000,2.00000,0.00000,52.71151,33.66776,19.04375,1.63020,7789.25911,0.19493,56.52086,36.11670,20.40416,1.76381,8008.48926,0.16411,40.29703,25.68679,14.61024,1.19478,7074.79971,0.29537,23409.00000,23409.00000,23409.00000,3.00000,1.00000,88.23446,42.62352,45.61094,1.93932,21509.68092,0.22064,92.00233,44.13856,47.86378,2.07492,21789.43977,0.20374,75.95514,37.68608,38.26906,1.49742,20597.96173,0.27571,37454.00000,37454.00000,37454.00000,3.00000,1.00000,61.91057,32.04116,29.86940,2.03460,22486.42848,0.19697,65.26624,33.98556,31.28067,2.16962,22784.29265,0.18869,50.97461,25.70447,25.27014,1.59458,21515.70501,0.22398,70226.00000,70226.00000,70226.00000,4.00000,2.00000,42.50975,20.57457,21.93518,2.51820,31293.71080,0.13497,45.09827,22.33885,22.75942,2.64990,31663.80177,0.14558,34.07390,14.82489,19.24901,2.08903,30087.60405,0.10040
'13980',"'Blacksburg-Christiansburg-Radford, VA'",43131.00000,43131.00000,43131.00000,4.00000,2.00000,57.09876,26.97556,30.12321,2.20277,27247.02840,44.43030,61.49409,28.87241,32.62167,2.43958,28507.70437,16.73084,50.35068,24.06334,26.28734,1.83921,25311.52845,86.95693,11720.00000,11720.00000,11720.00000,1.00000,1.00000,128.59000,69.03627,59.55373,1.17683,17102.92179,36.27744,141.59797,76.15130,65.44667,1.34642,17989.02731,2.77833,108.61902,58.11264,50.50638,0.91647,15742.49513,87.70822,21566.00000,21566.00000,21566.00000,1.00000,1.00000,75.41062,39.73374,35.67688,1.30039,17592.86796,33.19945,82.33908,43.27142,39.06766,1.46939,18509.66063,2.58800,64.77343,34.30238,30.47105,1.04092,16185.32771,80.19683,58227.00000,58227.00000,58227.00000,1.00000,1.00000,34.48623,19.17250,15.31373,1.50152,18925.20179,28.50847,37.83054,21.18141,16.64913,1.66945,19925.35023,2.33704,29.35175,16.08825,13.26350,1.24370,17389.68647,68.68914,34505.00000,34505.00000,34505.00000,2.00000,0.00000,50.76573,33.40721,17.35852,1.39483,5897.36924,54.70213,57.62280,37.45769,20.16512,1.63489,6772.38135,17.11566,40.23816,27.18857,13.04960,1.02627,4553.97415,112.40817,21566.00000,21566.00000,21566.00000,3.00000,1.00000,88.54283,44.82672,43.71611,1.70280,19296.25417,55.67955,96.39718,47.97409,48.42309,1.94582,20366.13041,20.63103,76.48414,39.99459,36.48955,1.32969,17653.68663,109.48911,34505.00000,34505.00000,34505.00000,3.00000,1.00000,61.35412,32.63472,28.71940,1.79757,20156.63783,52.06498,67.20271,35.52254,31.68017,2.04023,21260.38231,19.32354,52.37486,28.20109,24.17377,1.42503,18462.07282,102.33249,64697.00000,64697.00000,64697.00000,4.00000,2.00000,42.53806,21.00381,21.53425,2.28478,28495.30479,41.91620,46.31504,23.03538,23.27966,2.52153,29797.42189,15.84887,36.73931,17.88476,18.85455,1.92130,26496.18079,81.93704
'14020',"'Bloomington, IN'",40240.00000,40240.00000,40240.00000,4.00000,2.00000,58.54841,27.16705,31.38136,2.12272,26662.84117,38.30254,63.11277,28.56895,34.54382,2.38346,28451.91019,15.24544,51.41868,24.97720,26.44147,1.71543,23868.24099,74.31868,11720.00000,11720.00000,11720.00000,1.00000,1.00000,123.77720,66.52843,57.24877,1.11050,16706.37455,30.78596,136.78972,72.23348,64.55624,1.30406,17994.07377,3.04078,103.45110,57.61691,45.83419,0.80817,14694.93484,74.12509,20120.00000,20120.00000,20120.00000,1.00000,1.00000,76.75099,40.22929,36.52169,1.22022,17111.85211,28.42635,84.37627,43.37959,40.99668,1.41334,18431.19315,2.89288,64.83998,35.30840,29.53158,0.91855,15050.98658,68.31070,54324.00000,54324.00000,54324.00000,1.00000,1.00000,34.96772,19.24756,15.72016,1.42163,18326.75452,24.23236,38.41194,20.94135,17.47059,1.61341,19740.89182,2.56654,29.58770,16.60179,12.98591,1.12207,16117.81328,58.07526,32192.00000,32192.00000,32192.00000,2.00000,0.00000,51.25941,33.72846,17.53095,1.31530,5571.13503,46.43371,58.17157,37.14394,21.02762,1.57889,6778.04999,15.65863,40.46234,28.39334,12.06899,0.90355,3685.88369,94.50567,20120.00000,20120.00000,20120.00000,3.00000,1.00000,89.86889,44.72290,45.14598,1.62272,18849.27179,47.16168,98.15981,47.07887,51.08093,1.88957,20371.64199,18.26136,76.91812,41.04277,35.87535,1.20589,16471.26627,92.30520,32192.00000,32192.00000,32192.00000,3.00000,1.00000,62.50418,32.79860,29.70557,1.71837,19661.88160,44.35596,68.52589,35.09662,33.42927,1.98432,21222.78875,17.23929,53.09801,29.20901,23.88900,1.30295,17223.67977,86.71331,60360.00000,60360.00000,60360.00000,4.00000,2.00000,43.68930,21.24513,22.44417,2.20513,27852.85013,36.15278,47.52012,22.87875,24.64137,2.46508,29689.04110,14.51778,37.70539,18.69335,19.01204,1.79908,24984.64353,69.94757
'14060',"'Bloomington-Normal, IL'",61049.00000,61049.00000,61049.00000,4.00000,2.00000,48.58824,26.84861,21.73963,2.23034,25769.81012,26.10132,52.52416,29.32277,23.20140,2.41737,26713.47769,20.86381,40.50683,21.76856,18.73827,1.84631,23832.22988,36.85519,11720.00000,11720.00000,11720.00000,1.00000,1.00000,140.72486,84.67076,56.05410,1.12310,15739.16495,18.17108,155.61021,94.87296,60.73725,1.25483,16406.01945,8.08397,110.16161,63.72316,46.43845,0.85261,14369.94963,38.88240,30525.00000,30525.00000,30525.00000,1.00000,1.00000,61.97026,37.32745,24.64280,1.31637,16217.31241,16.12751,67.18437,40.65826,26.52611,1.44706,16893.71831,7.37785,51.26441,30.48850,20.77591,1.04803,14828.48571,34.09271,82416.00000,82416.00000,82416.00000,1.00000,1.00000,30.42429,19.55382,10.87047,1.51727,17151.14348,14.05520,33.14268,21.51439,11.62829,1.64716,17846.15285,6.68810,24.84277,15.52829,9.31449,1.25057,15724.11932,29.18167,48839.00000,48839.00000,48839.00000,2.00000,0.00000,46.66099,34.26985,12.39114,1.42341,4244.79327,29.23562,52.02505,37.97750,14.04754,1.61328,4860.99999,21.15727,35.64728,26.65713,8.99015,1.03356,2979.57021,45.82246,30525.00000,30525.00000,30525.00000,3.00000,1.00000,74.85582,44.36981,30.48601,1.73165,17983.65122,30.05297,80.73523,47.57513,33.16010,1.92392,18793.57013,22.84687,62.78396,37.78851,24.99545,1.33687,16320.68966,44.84885,48839.00000,48839.00000,48839.00000,3.00000,1.00000,53.63600,32.94185,20.69415,1.82585,18682.16763,28.84624,58.51373,36.07221,22.44152,2.01783,19499.65879,22.22503,43.62083,26.51445,17.10638,1.43166,17003.65840,42.44120,91574.00000,91574.00000,91574.00000,4.00000,2.00000,35.48714,20.44380,15.04334,2.31207,26820.03661,25.08757,38.91558,22.89616,16.01942,2.49897,27772.93223,20.36830,28.44771,15.40851,13.03920,1.92830,24863.50892,34.77738
'14100',"'Bloomsburg-Berwick, PA'",45662.00000,45662.00000,45662.00000,4.00000,2.00000,56.44556,27.24918,29.19638,2.23958,27567.00675,53.90980,59.88135,28.94655,30.93479,2.40780,28615.05818,31.77278,47.80456,22.98028,24.82428,1.81653,24931.15962,109.58434,11720.00000,11720.00000,11720.00000,1.00000,1.00000,130.43637,69.67400,60.76237,1.18341,17277.81420,35.47062,140.51717,75.53871,64.97846,1.30310,17964.28763,4.92909,105.08317,54.92426,50.15891,0.88237,15551.33498,112.28251,22831.00000,22831.00000,22831.00000,1.00000,1.00000,72.40827,37.91295,34.49532,1.31831,17768.59194,31.15661,77.04888,40.24584,36.80304,1.43725,18497.64176,4.48005,60.73713,32.04573,28.69141,1.01916,15935.03316,98.24810,61644.00000,61644.00000,61644.00000,1.00000,1.00000,34.89950,19.70213,15.19737,1.51920,19013.41097,25.38033,37.37132,21.21209,16.15923,1.63757,19850.35687,3.83669,28.68288,15.90458,12.77831,1.22150,16908.49380,79.56253,36530.00000,36530.00000,36530.00000,2.00000,0.00000,52.00187,34.95039,17.05148,1.43260,6251.61528,65.65373,56.58090,37.67776,18.90314,1.60310,6835.18285,32.51447,40.48563,28.09106,12.39457,1.00379,4783.94407,148.99889,22831.00000,22831.00000,22831.00000,3.00000,1.00000,86.91624,44.28179,42.63445,1.74081,19641.80297,68.63438,92.16246,46.32721,45.83526,1.91338,20472.00948,38.40635,73.72200,39.13757,34.58442,1.30680,17553.83532,144.65782,36530.00000,36530.00000,36530.00000,3.00000,1.00000,61.23219,33.26995,27.96224,1.83621,20466.59731,64.11040,65.52995,35.54103,29.98892,2.00865,21340.60125,36.29063,50.42334,27.55820,22.86514,1.40252,18268.47924,134.07704,68493.00000,68493.00000,68493.00000,4.00000,2.00000,42.11900,21.27548,20.84351,2.32187,28771.71638,50.47720,45.27834,23.21550,22.06284,2.48990,29873.38041,30.24133,34.17325,16.39635,17.77690,1.89927,26001.03365,101.37039
'14140',"'Bluefield, WV-VA'",35088.00000,35088.00000,35088.00000,4.00000,2.00000,64.03916,26.98230,37.05686,2.25593,28793.57361,5.01399,66.60310,28.07984,38.52325,2.39237,28982.70963,6.19007,57.31891,24.10557,33.21334,1.89829,28297.83419,1.93139,11720.00000,11720.00000,11720.00000,1.00000,1.00000,116.34104,52.66287,63.67817,1.25234,18568.83489,0.37201,121.40244,54.98656,66.41588,1.34160,18721.10769,0.00000,103.07472,46.57229,56.50243,1.01841,18169.71672,1.34707,17544.00000,17544.00000,17544.00000,1.00000,1.00000,81.65264,37.20285,44.44980,1.33371,18944.52713,0.11579,84.88419,38.61315,46.27104,1.42237,19098.84953,0.00000,73.18252,33.50634,39.67619,1.10131,18540.03677,0.41928,47369.00000,47369.00000,47369.00000,1.00000,1.00000,39.04042,19.46613,19.57428,1.53454,20382.54502,0.00000,40.89760,20.57525,20.32235,1.62237,20544.66314,0.00000,34.17260,16.55906,17.61354,1.30430,19957.62150,0.00000,28070.00000,28070.00000,28070.00000,2.00000,0.00000,57.36455,34.46577,22.89878,1.44973,7499.14844,8.67280,61.26715,36.55572,24.71143,1.58850,7625.68782,6.54237,47.13555,28.98785,18.14770,1.08600,7167.47944,14.25684,17544.00000,17544.00000,17544.00000,3.00000,1.00000,97.96533,43.62731,54.33803,1.75809,20773.95519,10.07002,102.23748,45.08921,57.14828,1.89914,20938.22427,9.16181,86.76772,39.79556,46.97216,1.38841,20343.39387,12.45048,28070.00000,28070.00000,28070.00000,3.00000,1.00000,69.71454,32.89108,36.82346,1.85280,21677.14975,8.17633,73.16181,34.47510,38.68671,1.99305,21844.59535,8.11112,60.67898,28.73924,31.93973,1.48520,21238.26251,8.34726,52632.00000,52632.00000,52632.00000,4.00000,2.00000,47.64466,21.12029,26.52437,2.33755,30094.35504,4.18865,50.06378,22.51510,27.54869,2.47341,30287.36274,5.53723,41.30398,17.46441,23.83957,1.98145,29588.46767,0.65393
'14180',"'Blytheville, AR'",35651.00000,35651.00000,35651.00000,4.00000,2.00000,61.00559,25.35663,35.64896,2.23585,28257.26003,4.07196,64.93735,26.94928,37.98807,2.45360,28660.41443,2.34412,55.37903,23.07746,32.30157,1.92425,27680.32432,6.54459,11720.00000,11720.00000,11720.00000,1.00000,1.00000,116.72333,55.11764,61.60569,1.25138,17680.46635,2.49058,126.92024,60.78618,66.13406,1.39837,17960.35564,0.00000,102.13099,47.00566,55.12533,1.04103,17279.92966,6.05474,17826.00000,17826.00000,17826.00000,1.00000,1.00000,80.04434,37.52303,42.52131,1.33668,18133.55582,1.90470,86.33815,40.83780,45.50035,1.48322,18420.71265,0.00000,71.03757,32.77942,38.25815,1.12696,17722.61888,4.63044,48129.00000,48129.00000,48129.00000,1.00000,1.00000,36.87797,17.97869,18.89928,1.53805,19811.55860,0.62367,39.90494,19.77323,20.13171,1.68360,20125.53536,0.00000,32.54622,15.41060,17.13561,1.32977,19362.24092,1.51617,28521.00000,28521.00000,28521.00000,2.00000,0.00000,53.45097,31.71706,21.73391,1.42767,6816.26462,7.99685,59.51074,34.92266,24.58808,1.64867,7055.41385,2.55084,44.77910,27.12967,17.64943,1.11141,6474.02918,15.79038,17826.00000,17826.00000,17826.00000,3.00000,1.00000,93.86944,42.08217,51.78727,1.73529,20041.28383,7.89730,100.77224,44.54120,56.23105,1.95954,20372.00961,3.36336,83.99115,38.56316,45.42799,1.41438,19567.99739,14.38562,28521.00000,28521.00000,28521.00000,3.00000,1.00000,65.80836,30.56495,35.24341,1.83103,21041.99305,6.61584,71.35450,33.15571,38.19879,2.05479,21383.65475,3.02321,57.87153,26.85743,31.01410,1.51083,20553.05673,11.75709,53477.00000,53477.00000,53477.00000,4.00000,2.00000,45.34677,19.76301,25.58376,2.31842,29677.42846,3.34409,48.64623,21.42502,27.22121,2.53553,30093.93653,2.11776,40.62506,17.38459,23.24047,2.00773,29081.38293,5.09904
'14220',"'Bogalusa, LA'",30490.00000,30490.00000,30490.00000,4.00000,2.00000,72.11386,27.57842,44.53544,2.28603,32325.18167,0.50893,74.92879,28.55486,46.37393,2.42847,32670.06887,0.69453,64.39474,24.90081,39.49393,1.89544,31379.42761,0.00000,11720.00000,11720.00000,11720.00000,1.00000,1.00000,122.66218,53.30011,69.36207,1.30802,21815.94829,0.00000,129.20793,56.70289,72.50504,1.40422,22110.82706,0.00000,104.71234,43.96897,60.74337,1.04421,21007.32802,0.00000,15245.00000,15245.00000,15245.00000,1.00000,1.00000,96.42117,41.58168,54.83949,1.36130,22133.47139,0.00000,101.15855,43.88721,57.27134,1.45778,22436.66843,0.00000,83.43027,35.25944,48.17083,1.09672,21302.04064,0.00000,41162.00000,41162.00000,41162.00000,1.00000,1.00000,43.71762,19.69967,24.01796,1.56216,23911.27471,0.00000,45.96733,20.94216,25.02517,1.65778,24260.90172,0.00000,37.54844,16.29248,21.25596,1.29993,22952.52309,0.00000,24392.00000,24392.00000,24392.00000,2.00000,0.00000,63.53516,34.58853,28.94663,1.47883,10839.05248,0.50893,68.29184,37.09097,31.20087,1.62351,11075.34653,0.69453,50.49135,27.72630,22.76505,1.08209,10191.08394,0.00000,15245.00000,15245.00000,15245.00000,3.00000,1.00000,112.29542,46.06076,66.23466,1.78725,24039.28986,1.20506,117.71625,47.98253,69.73372,1.93378,24328.63781,1.64451,97.43035,40.79087,56.63949,1.38544,23245.83624,0.00000,24392.00000,24392.00000,24392.00000,3.00000,1.00000,78.19964,33.43313,44.76651,1.88263,25080.38326,0.90366,82.21109,35.11215,47.09893,2.02919,25388.60920,1.23319,67.19941,28.82889,38.37052,1.48072,24235.16218,0.00000,45735.00000,45735.00000,45735.00000,4.00000,2.00000,53.73588,21.88333,31.85256,2.36815,33794.97871,0.43623,56.04249,22.89407,33.14842,2.51089,34162.93481,0.59531,47.41066,19.11164,28.29902,1.97672,32785.96485,0.00000
'14260',"'Boise City-Nampa, ID'",50619.00000,50619.00000,50619.00000,4.00000,2.00000,53.16981,27.54159,25.62821,2.22619,26313.62169,6.20038,56.09181,29.03068,27.06113,2.38644,27048.72638,5.06016,46.65019,24.21911,22.43108,1.86864,24673.44405,8.74447,11720.00000,11720.00000,11720.00000,1.00000,1.00000,136.02576,78.16963,57.85613,1.15320,16265.36442,3.54550,146.19962,84.48046,61.71916,1.26076,16812.76116,1.04199,113.32568,64.08883,49.23686,0.91321,15044.00382,9.13138,25310.00000,25310.00000,25310.00000,1.00000,1.00000,68.82380,38.84435,29.97945,1.30920,16631.65274,3.02699,73.04070,41.19321,31.84749,1.41601,17180.52020,0.91337,59.41497,33.60353,25.81144,1.07089,15407.01063,7.74294,68336.00000,68336.00000,68336.00000,1.00000,1.00000,33.12217,19.94360,13.17857,1.50995,17465.59500,2.42316,35.19722,21.27137,13.92585,1.61604,18017.82271,0.76854,28.49227,16.98104,11.51123,1.27326,16233.45546,6.11500,40495.00000,40495.00000,40495.00000,2.00000,0.00000,50.29236,35.05145,15.24091,1.41869,5048.39055,7.30858,54.73645,37.78917,16.94728,1.58148,5542.71273,5.15674,40.37665,28.94301,11.43363,1.05546,3945.45076,12.10982,25310.00000,25310.00000,25310.00000,3.00000,1.00000,82.10098,44.89112,37.20986,1.72730,18616.09343,7.62627,86.91002,46.95475,39.95527,1.89235,19259.23203,5.78050,71.37095,40.28670,31.08425,1.35903,17181.11201,11.74457,40495.00000,40495.00000,40495.00000,3.00000,1.00000,58.86911,33.64570,25.22341,1.82207,19274.01145,7.18020,62.65483,35.63973,27.01511,1.98684,19918.51309,5.55040,50.42236,29.19660,21.22575,1.45444,17835.98879,10.81665,75929.00000,75929.00000,75929.00000,4.00000,2.00000,39.68517,21.40946,18.27571,2.30777,27314.24918,5.84092,42.50113,23.23359,19.26754,2.46753,28051.03805,4.87361,33.40216,17.33944,16.06272,1.95131,25670.31373,7.99919
